id,date,wilaya,canal,texte_reclamation,categorie,sentiment,urgence,status,suggested_action
204292,22/4/2024,Jijel,Agence commerciale,"Abonné rapporte montant facturé incorrectement, demande régularisation.",Internet lent,Neutre,Basse,Nouveau,Ouverture dossier
204293,17/8/2024,Alger,Centre d'appel,Abonné rapporte demande d'information sur l'offre et le contrat.,Internet lent,Négatif,Moyenne,Escaladé,Redémarrage du modem
204294,8/9/2025,Alger,Application mobile,Abonné rapporte installation non réalisée dans les délais.,Assistance,Neutre,Moyenne,En cours,Vérifier décodeur
204295,18/5/2025,Laghouat,Centre d'appel,Réclamation: bruit important sur la ligne téléphonique.,Internet lent,Négatif,Basse,Nouveau,Redémarrage du modem
204296,18/11/2024,Boumerdès,Application mobile,Abonné rapporte bruit important sur la ligne téléphonique.,Configuration,Neutre,Moyenne,En cours,Envoi technicien
204297,8/5/2024,Tizi Ouzou,Agence commerciale,Client signale coupure de service depuis ce matin.,Télévision,Neutre,Moyenne,Résolu,Vérification facturation
204298,27/2/2025,Médéa,Centre d'appel,Demande d'assistance: débit très faible en soirée.,Facturation,Positif,Basse,Nouveau,Vérification facturation
204299,24/12/2024,Batna,Centre d'appel,Incident: erreur d'authentification lors de la connexion.,Facturation,Négatif,Basse,En cours,Redémarrage du modem
204300,11/2/2024,Laghouat,Centre d'appel,Incident: coupure de service depuis ce matin.,Internet lent,Négatif,Moyenne,Résolu,Vérification facturation
204301,6/2/2024,Adrar,Application mobile,"Client signale problème lors de la résiliation, facturation continue.",Assistance,Négatif,Moyenne,Clôturé,Envoi technicien
204302,5/12/2024,Ghardaïa,Email,Incident: débit très faible en soirée.,Coupure de ligne,Neutre,Basse,Clôturé,Vérifier contrat
204303,6/4/2024,Alger,Centre d'appel,"Abonné rapporte problème lors de la résiliation, facturation continue.",Problème matériel,Neutre,Basse,Résolu,Redémarrage du modem
204304,25/8/2024,Sidi Bel Abbès,Centre d'appel,Réclamation: débit très faible en soirée.,Internet lent,Négatif,Moyenne,En cours,Envoi technicien
204305,2/12/2024,Sidi Bel Abbès,Centre d'appel,Incident: installation non réalisée dans les délais.,Installation,Neutre,Basse,En cours,Redémarrage du modem
204306,3/8/2025,Tiaret,Site web,"Réclamation: montant facturé incorrectement, demande régularisation.",Coupure de ligne,Négatif,Moyenne,En cours,Vérifier décodeur
204307,19/11/2024,Skikda,Site web,Client signale demande d'information sur l'offre et le contrat.,Coupure de ligne,Positif,Basse,Nouveau,Ouverture dossier
204308,8/10/2025,Annaba,Centre d'appel,Incident: image figée sur certaines chaines.,Installation,Négatif,Basse,Résolu,Redémarrage du modem
204309,11/5/2024,Adrar,Centre d'appel,Abonné rapporte modem ne se synchronise pas.,Internet lent,Positif,élevée,Nouveau,Envoi technicien
204310,6/2/2025,Ghardaïa,Agence commerciale,Réclamation: modem ne se synchronise pas.,Internet lent,Négatif,Basse,Résolu,Vérifier décodeur
204311,23/10/2024,Constantine,Site web,"Incident: problème lors de la résiliation, facturation continue.",Installation,Neutre,élevée,Nouveau,Planifier rendez-vous
204312,29/8/2025,Tiaret,Centre d'appel,Demande d'assistance: débit très faible en soirée.,Configuration,Négatif,Basse,Nouveau,Fournir procédure pas-à -pas
204313,8/4/2024,Sidi Bel Abbès,Site web,Client signale image figée sur certaines chaines.,Coupure de ligne,Négatif,élevée,Escaladé,Redémarrage du modem
204314,22/1/2025,Béjaïa,Centre d'appel,Demande d'assistance: installation non réalisée dans les délais.,Installation,Négatif,Moyenne,Nouveau,Vérifier décodeur
204315,19/9/2025,Médéa,Agence commerciale,Réclamation: image figée sur certaines chaines.,Télévision,Positif,Moyenne,En cours,Fournir procédure pas-à -pas
204316,13/8/2025,Batna,Centre d'appel,Incident: débit très faible en soirée.,Internet lent,Négatif,Basse,Résolu,Envoi technicien
204317,11/5/2024,Batna,Agence commerciale,Réclamation: erreur d'authentification lors de la connexion.,Résiliation,Négatif,Moyenne,Résolu,Vérification facturation
204318,21/6/2025,Blida,Site web,Demande d'assistance: image figée sur certaines chaines.,Installation,Négatif,Basse,Nouveau,Vérifier contrat
204319,7/10/2025,Ghardaïa,Site web,Réclamation: débit très faible en soirée.,Assistance,Négatif,Moyenne,Résolu,Planifier rendez-vous
204320,22/6/2025,Sétif,Application mobile,Abonné rapporte image figée sur certaines chaines.,Internet lent,Négatif,élevée,Nouveau,Vérification facturation
204321,29/4/2024,Sétif,Centre d'appel,Abonné rapporte bruit important sur la ligne téléphonique.,Facturation,Neutre,Basse,Résolu,Vérifier décodeur
204322,23/6/2025,Sidi Bel Abbès,Centre d'appel,Demande d'assistance: débit très faible en soirée.,Facturation,Négatif,élevée,En cours,Vérification facturation
204323,15/1/2024,Msila,Agence commerciale,Demande d'assistance: erreur d'authentification lors de la connexion.,Internet lent,Positif,Basse,En cours,Fournir procédure pas-à -pas
204324,14/12/2024,Boumerdès,Site web,Abonné rapporte coupure de service depuis ce matin.,Installation,Neutre,Basse,Résolu,Planifier rendez-vous
204325,10/7/2025,Relizane,Site web,Client signale bruit important sur la ligne téléphonique.,Internet lent,Négatif,élevée,Résolu,Vérification facturation
204326,30/3/2025,Blida,Agence commerciale,Incident: demande d'information sur l'offre et le contrat.,Configuration,Négatif,Moyenne,Résolu,Vérifier décodeur
204327,24/9/2024,Jijel,Site web,Incident: demande d'information sur l'offre et le contrat.,Assistance,Neutre,Moyenne,Clôturé,Vérifier décodeur
204328,23/2/2024,El Oued,Application mobile,"Client signale problème lors de la résiliation, facturation continue.",Installation,Négatif,Basse,En cours,Planifier rendez-vous
204329,9/9/2025,Blida,Site web,Demande d'assistance: débit très faible en soirée.,Internet lent,Négatif,Basse,Escaladé,Envoi technicien
204330,18/5/2024,Jijel,Site web,Incident: coupure de service depuis ce matin.,Assistance,Négatif,Moyenne,Résolu,Planifier rendez-vous
204331,22/8/2025,Tizi Ouzou,Site web,"Réclamation: montant facturé incorrectement, demande régularisation.",Facturation,Neutre,Basse,En cours,Redémarrage du modem
204332,3/6/2024,Laghouat,Agence commerciale,Réclamation: image figée sur certaines chaines.,Internet lent,Négatif,élevée,Résolu,Fournir procédure pas-à -pas
204333,21/12/2024,Blida,Centre d'appel,Client signale installation non réalisée dans les délais.,Problème matériel,Négatif,élevée,Résolu,Envoi technicien
204334,6/1/2025,Boumerdès,Application mobile,Client signale installation non réalisée dans les délais.,Télévision,Négatif,élevée,En cours,Redémarrage du modem
204335,11/9/2025,Alger,Centre d'appel,"Demande d'assistance: problème lors de la résiliation, facturation continue.",Configuration,Neutre,Basse,Résolu,Redémarrage du modem
204336,21/8/2025,Chlef,Application mobile,Abonné rapporte coupure de service depuis ce matin.,Problème matériel,Négatif,Basse,Nouveau,Envoi technicien
204337,10/3/2025,Chlef,Email,"Demande d'assistance: problème lors de la résiliation, facturation continue.",Installation,Neutre,Moyenne,Résolu,Ouverture dossier
204338,1/8/2025,Tizi Ouzou,Agence commerciale,Abonné rapporte image figée sur certaines chaines.,Internet lent,Négatif,élevée,En cours,Redémarrage du modem
204339,22/6/2025,Mostaganem,Site web,Abonné rapporte installation non réalisée dans les délais.,Coupure de ligne,Négatif,Moyenne,En cours,Envoi technicien
204340,27/2/2024,Blida,Centre d'appel,Client signale débit très faible en soirée.,Assistance,Négatif,Critique,En cours,Vérifier décodeur
204341,4/5/2024,Tizi Ouzou,Site web,"Abonné rapporte montant facturé incorrectement, demande régularisation.",Assistance,Neutre,Basse,En cours,Ouverture dossier
204342,7/9/2024,Constantine,Agence commerciale,Réclamation: installation non réalisée dans les délais.,Internet lent,Négatif,Moyenne,Nouveau,Vérifier contrat
204343,18/4/2025,Tlemcen,Application mobile,Client signale demande d'information sur l'offre et le contrat.,Configuration,Négatif,Basse,En cours,Redémarrage du modem
204344,5/10/2025,Annaba,Site web,Demande d'assistance: modem ne se synchronise pas.,Facturation,Négatif,Moyenne,En cours,Envoi technicien
204345,25/7/2025,Batna,Centre d'appel,"Demande d'assistance: montant facturé incorrectement, demande régularisation.",Coupure de ligne,Négatif,Moyenne,Résolu,Vérification facturation
204346,26/6/2025,Oran,Centre d'appel,Abonné rapporte erreur d'authentification lors de la connexion.,Internet lent,Négatif,Moyenne,Résolu,Envoi technicien
204347,21/3/2025,Blida,Centre d'appel,Réclamation: demande d'information sur l'offre et le contrat.,Autre,Positif,Basse,Nouveau,Vérification facturation
204348,12/8/2024,Tiaret,Site web,Réclamation: demande d'information sur l'offre et le contrat.,Résiliation,Négatif,Moyenne,Résolu,Fournir procédure pas-à -pas
204349,29/3/2024,Biskra,Agence commerciale,"Réclamation: problème lors de la résiliation, facturation continue.",Installation,Négatif,Basse,En cours,Ouverture dossier
204350,12/1/2024,Blida,Centre d'appel,Réclamation: image figée sur certaines chaines.,Assistance,Négatif,Moyenne,Résolu,Vérifier décodeur
204351,5/9/2025,Batna,Site web,"Demande d'assistance: problème lors de la résiliation, facturation continue.",Internet lent,Négatif,Basse,En cours,Envoi technicien
204352,26/11/2024,Relizane,Centre d'appel,"Demande d'assistance: montant facturé incorrectement, demande régularisation.",Coupure de ligne,Neutre,Critique,Nouveau,Envoi technicien
204353,19/3/2024,Relizane,Site web,Demande d'assistance: débit très faible en soirée.,Internet lent,Négatif,Critique,En cours,Redémarrage du modem
204354,29/11/2024,Annaba,Centre d'appel,Abonné rapporte erreur d'authentification lors de la connexion.,Coupure de ligne,Négatif,Moyenne,Résolu,Redémarrage du modem
204355,12/5/2025,Alger,Agence commerciale,"Réclamation: montant facturé incorrectement, demande régularisation.",Résiliation,Positif,Moyenne,Résolu,Vérification facturation
204356,6/2/2024,Chlef,Agence commerciale,Réclamation: coupure de service depuis ce matin.,Télévision,Neutre,Basse,Résolu,Fournir procédure pas-à -pas
204357,12/1/2024,Béjaïa,Site web,Client signale demande d'information sur l'offre et le contrat.,Coupure de ligne,Neutre,Moyenne,Escaladé,Fournir procédure pas-à -pas
204358,27/1/2025,Tiaret,Centre d'appel,Client signale erreur d'authentification lors de la connexion.,Facturation,Négatif,Moyenne,Nouveau,Redémarrage du modem
204359,10/8/2025,Blida,Site web,Réclamation: erreur d'authentification lors de la connexion.,Installation,Négatif,élevée,Clôturé,Vérifier décodeur
204360,12/11/2024,Alger,Application mobile,Client signale erreur d'authentification lors de la connexion.,Internet lent,Négatif,Moyenne,En cours,Vérification facturation
204361,29/6/2024,Annaba,Centre d'appel,Client signale bruit important sur la ligne téléphonique.,Installation,Négatif,Basse,En cours,Planifier rendez-vous
204362,7/1/2025,Adrar,Centre d'appel,Demande d'assistance: erreur d'authentification lors de la connexion.,Assistance,Neutre,Basse,Nouveau,Vérifier décodeur
204363,3/7/2025,Constantine,Application mobile,Incident: bruit important sur la ligne téléphonique.,Internet lent,Neutre,Moyenne,Résolu,Fournir procédure pas-à -pas
204364,29/8/2025,Boumerdès,Email,Abonné rapporte bruit important sur la ligne téléphonique.,Internet lent,Négatif,Moyenne,Nouveau,Planifier rendez-vous
204365,20/10/2024,Blida,Site web,Demande d'assistance: image figée sur certaines chaines.,Coupure de ligne,Négatif,Moyenne,Résolu,Ouverture dossier
204366,9/2/2024,Tiaret,Site web,Client signale image figée sur certaines chaines.,Télévision,Négatif,Critique,Résolu,Vérifier décodeur
204367,14/9/2024,El Oued,Application mobile,Incident: erreur d'authentification lors de la connexion.,Configuration,Neutre,Moyenne,Résolu,Vérification facturation
204368,6/8/2024,Jijel,Email,Client signale bruit important sur la ligne téléphonique.,Internet lent,Négatif,Moyenne,En cours,Planifier rendez-vous
204369,17/1/2024,Relizane,Centre d'appel,Client signale demande d'information sur l'offre et le contrat.,Facturation,Négatif,Critique,Résolu,Vérifier contrat
204370,11/11/2024,Relizane,Centre d'appel,"Demande d'assistance: montant facturé incorrectement, demande régularisation.",Assistance,Négatif,Moyenne,En cours,Redémarrage du modem
204371,27/8/2024,El Oued,Agence commerciale,Réclamation: installation non réalisée dans les délais.,Assistance,Négatif,Basse,Résolu,Planifier rendez-vous
204372,29/5/2025,Jijel,Email,Demande d'assistance: demande d'information sur l'offre et le contrat.,Télévision,Négatif,Basse,Nouveau,Ouverture dossier
204373,21/3/2025,Laghouat,Site web,Réclamation: image figée sur certaines chaines.,Installation,Neutre,Basse,En cours,Redémarrage du modem
204374,26/9/2025,Médéa,Site web,Incident: modem ne se synchronise pas.,Coupure de ligne,Négatif,Moyenne,En cours,Redémarrage du modem
204375,30/10/2024,Msila,Site web,Abonné rapporte erreur d'authentification lors de la connexion.,Internet lent,Négatif,Moyenne,Résolu,Ouverture dossier
204376,6/10/2025,Sidi Bel Abbès,Centre d'appel,"Demande d'assistance: montant facturé incorrectement, demande régularisation.",Résiliation,Neutre,Moyenne,En cours,Envoi technicien
204377,11/2/2025,Msila,Site web,Réclamation: débit très faible en soirée.,Coupure de ligne,Négatif,Moyenne,Escaladé,Ouverture dossier
204378,17/6/2025,Médéa,Centre d'appel,Réclamation: modem ne se synchronise pas.,Coupure de ligne,Négatif,Critique,Résolu,Ouverture dossier
204379,28/7/2024,Relizane,Centre d'appel,Incident: demande d'information sur l'offre et le contrat.,Problème matériel,Neutre,Basse,Nouveau,Vérification facturation
204380,14/7/2024,Biskra,Site web,Demande d'assistance: bruit important sur la ligne téléphonique.,Facturation,Négatif,Moyenne,En cours,Ouverture dossier
204381,21/1/2024,Ouargla,Centre d'appel,Client signale coupure de service depuis ce matin.,Facturation,Positif,Moyenne,Nouveau,Envoi technicien
204382,17/6/2025,El Oued,Site web,Incident: erreur d'authentification lors de la connexion.,Installation,Négatif,Basse,Nouveau,Ouverture dossier
204383,28/2/2024,Relizane,Application mobile,Réclamation: erreur d'authentification lors de la connexion.,Coupure de ligne,Négatif,Critique,En cours,Vérification facturation
204384,21/3/2025,Oran,Application mobile,Incident: image figée sur certaines chaines.,Internet lent,Neutre,Basse,Résolu,Redémarrage du modem
204385,19/8/2025,Saïda,Centre d'appel,Client signale image figée sur certaines chaines.,Coupure de ligne,Neutre,Basse,En cours,Envoi technicien
204386,24/4/2025,Chlef,Email,Client signale coupure de service depuis ce matin.,Installation,Négatif,Moyenne,En cours,Vérifier décodeur
204387,18/9/2025,Mostaganem,Centre d'appel,"Client signale problème lors de la résiliation, facturation continue.",Installation,Neutre,Moyenne,Clôturé,Envoi technicien
204388,27/9/2024,Sidi Bel Abbès,Email,Client signale installation non réalisée dans les délais.,Résiliation,Négatif,Moyenne,Nouveau,Vérifier décodeur
204389,4/1/2024,Constantine,Centre d'appel,Abonné rapporte débit très faible en soirée.,Facturation,Négatif,Moyenne,Escaladé,Vérifier contrat
204390,29/5/2024,Sidi Bel Abbès,Centre d'appel,Incident: image figée sur certaines chaines.,Assistance,Négatif,Moyenne,Résolu,Vérifier décodeur
204391,10/9/2025,Tlemcen,Email,Réclamation: bruit important sur la ligne téléphonique.,Coupure de ligne,Négatif,Moyenne,En cours,Vérification facturation
204392,19/9/2024,Sétif,Centre d'appel,Réclamation: demande d'information sur l'offre et le contrat.,Coupure de ligne,Négatif,Basse,Escaladé,Vérification facturation
204393,31/5/2025,El Oued,Site web,Incident: bruit important sur la ligne téléphonique.,Télévision,Négatif,Moyenne,Nouveau,Vérification facturation
204394,10/6/2025,Laghouat,Centre d'appel,Incident: modem ne se synchronise pas.,Internet lent,Négatif,Basse,En cours,Envoi technicien
204395,10/4/2025,Msila,Centre d'appel,Réclamation: modem ne se synchronise pas.,Internet lent,Négatif,Moyenne,En cours,Vérifier contrat
204396,31/8/2025,Saïda,Centre d'appel,Client signale erreur d'authentification lors de la connexion.,Installation,Négatif,Moyenne,En cours,Envoi technicien
204397,4/7/2024,Batna,Centre d'appel,Demande d'assistance: modem ne se synchronise pas.,Facturation,Positif,Basse,Résolu,Envoi technicien
204398,23/3/2024,Sidi Bel Abbès,Centre d'appel,Demande d'assistance: coupure de service depuis ce matin.,Autre,Négatif,Moyenne,Résolu,Vérifier décodeur
204399,17/9/2024,Mostaganem,Agence commerciale,"Abonné rapporte problème lors de la résiliation, facturation continue.",Télévision,Négatif,Critique,Escaladé,Envoi technicien
204400,6/7/2025,Annaba,Email,"Réclamation: montant facturé incorrectement, demande régularisation.",Résiliation,Positif,Critique,En cours,Vérifier contrat
204401,17/12/2024,Alger,Agence commerciale,Abonné rapporte erreur d'authentification lors de la connexion.,Télévision,Neutre,Basse,Résolu,Vérification facturation
204402,22/7/2025,El Oued,Application mobile,Incident: modem ne se synchronise pas.,Télévision,Neutre,Basse,En cours,Vérifier décodeur
204403,17/1/2025,Sétif,Application mobile,Réclamation: erreur d'authentification lors de la connexion.,Internet lent,Négatif,Basse,Résolu,Fournir procédure pas-à -pas
204404,15/7/2025,Ghardaïa,Centre d'appel,Client signale erreur d'authentification lors de la connexion.,Télévision,Négatif,Moyenne,Résolu,Envoi technicien
204405,25/7/2024,Annaba,Centre d'appel,Abonné rapporte modem ne se synchronise pas.,Coupure de ligne,Neutre,élevée,Nouveau,Planifier rendez-vous
204406,27/5/2025,El Oued,Application mobile,Abonné rapporte image figée sur certaines chaines.,Coupure de ligne,Négatif,Critique,En cours,Fournir procédure pas-à -pas
204407,11/1/2025,Saïda,Site web,Client signale demande d'information sur l'offre et le contrat.,Coupure de ligne,Négatif,Basse,Nouveau,Vérification facturation
204408,30/11/2024,Annaba,Site web,"Client signale problème lors de la résiliation, facturation continue.",Configuration,Neutre,Moyenne,Nouveau,Envoi technicien
204409,27/9/2024,El Oued,Centre d'appel,"Demande d'assistance: montant facturé incorrectement, demande régularisation.",Assistance,Négatif,Moyenne,Résolu,Envoi technicien
204410,21/5/2025,Sidi Bel Abbès,Centre d'appel,Abonné rapporte débit très faible en soirée.,Internet lent,Négatif,Moyenne,En cours,Vérification facturation
204411,23/1/2024,Béjaïa,Application mobile,Incident: coupure de service depuis ce matin.,Installation,Négatif,élevée,Résolu,Redémarrage du modem
204412,21/3/2024,Ghardaïa,Centre d'appel,"Client signale problème lors de la résiliation, facturation continue.",Internet lent,Neutre,élevée,Clôturé,Envoi technicien
204413,8/7/2024,Laghouat,Email,Demande d'assistance: demande d'information sur l'offre et le contrat.,Installation,Neutre,Moyenne,En cours,Redémarrage du modem
204414,11/2/2025,Oran,Centre d'appel,Incident: modem ne se synchronise pas.,Télévision,Négatif,Moyenne,En cours,Envoi technicien
204415,21/8/2024,Relizane,Centre d'appel,"Abonné rapporte problème lors de la résiliation, facturation continue.",Résiliation,Négatif,Moyenne,Résolu,Redémarrage du modem
204416,20/7/2024,Sidi Bel Abbès,Centre d'appel,"Client signale problème lors de la résiliation, facturation continue.",Télévision,Positif,Moyenne,Résolu,Planifier rendez-vous
204417,4/10/2024,Boumerdès,Site web,Incident: image figée sur certaines chaines.,Coupure de ligne,Négatif,Basse,En cours,Redémarrage du modem
204418,30/7/2024,Relizane,Site web,Abonné rapporte image figée sur certaines chaines.,Internet lent,Positif,élevée,En cours,Envoi technicien
204419,4/1/2024,Sidi Bel Abbès,Centre d'appel,Demande d'assistance: bruit important sur la ligne téléphonique.,Installation,Négatif,Basse,Nouveau,Planifier rendez-vous
204420,26/4/2025,Constantine,Centre d'appel,Incident: débit très faible en soirée.,Résiliation,Neutre,Moyenne,Escaladé,Vérifier décodeur
204421,19/10/2024,Adrar,Site web,"Demande d'assistance: montant facturé incorrectement, demande régularisation.",Résiliation,Négatif,élevée,Résolu,Envoi technicien
204422,5/8/2024,Oran,Email,"Demande d'assistance: problème lors de la résiliation, facturation continue.",Configuration,Négatif,Basse,Nouveau,Ouverture dossier
204423,29/3/2025,Boumerdès,Application mobile,Client signale installation non réalisée dans les délais.,Facturation,Négatif,Moyenne,En cours,Fournir procédure pas-à -pas
204424,20/9/2024,Relizane,Agence commerciale,Client signale image figée sur certaines chaines.,Coupure de ligne,Négatif,Basse,Résolu,Fournir procédure pas-à -pas
204425,8/8/2025,Alger,Centre d'appel,Réclamation: modem ne se synchronise pas.,Coupure de ligne,Négatif,Moyenne,Résolu,Envoi technicien
204426,17/7/2025,Constantine,Agence commerciale,Réclamation: débit très faible en soirée.,Résiliation,Négatif,Moyenne,Nouveau,Vérification facturation
204427,9/2/2024,Saïda,Site web,Client signale installation non réalisée dans les délais.,Internet lent,Neutre,Basse,Résolu,Envoi technicien
204428,23/5/2024,Blida,Site web,Abonné rapporte installation non réalisée dans les délais.,Installation,Négatif,élevée,Résolu,Planifier rendez-vous
204429,27/2/2025,Sidi Bel Abbès,Email,Incident: installation non réalisée dans les délais.,Coupure de ligne,Négatif,Moyenne,Résolu,Envoi technicien
204430,17/4/2025,Boumerdès,Centre d'appel,Incident: coupure de service depuis ce matin.,Télévision,Positif,Moyenne,Résolu,Envoi technicien
204431,26/7/2025,Béjaïa,Application mobile,Client signale coupure de service depuis ce matin.,Coupure de ligne,Neutre,Moyenne,Résolu,Ouverture dossier
204432,8/2/2025,Msila,Centre d'appel,Abonné rapporte coupure de service depuis ce matin.,Internet lent,Neutre,élevée,En cours,Envoi technicien
204433,30/1/2025,Chlef,Agence commerciale,Abonné rapporte bruit important sur la ligne téléphonique.,Coupure de ligne,Négatif,Basse,Nouveau,Vérification facturation
204434,20/5/2025,Oran,Agence commerciale,Abonné rapporte demande d'information sur l'offre et le contrat.,Installation,Positif,Moyenne,Nouveau,Fournir procédure pas-à -pas
204435,23/5/2025,Laghouat,Agence commerciale,Demande d'assistance: modem ne se synchronise pas.,Internet lent,Positif,Basse,Nouveau,Envoi technicien
204436,26/6/2025,Sétif,Application mobile,Abonné rapporte bruit important sur la ligne téléphonique.,Résiliation,Négatif,Basse,Nouveau,Vérifier décodeur
204437,15/7/2025,Saïda,Site web,Incident: installation non réalisée dans les délais.,Assistance,Neutre,Moyenne,Nouveau,Vérifier décodeur
204438,10/7/2024,Relizane,Site web,Réclamation: débit très faible en soirée.,Internet lent,Négatif,Basse,Escaladé,Planifier rendez-vous
204439,30/7/2024,Blida,Application mobile,"Incident: montant facturé incorrectement, demande régularisation.",Coupure de ligne,Positif,élevée,Résolu,Redémarrage du modem
204440,10/9/2025,Béjaïa,Email,Client signale coupure de service depuis ce matin.,Télévision,Neutre,Basse,En cours,Ouverture dossier
204441,26/12/2024,Mostaganem,Agence commerciale,Abonné rapporte erreur d'authentification lors de la connexion.,Coupure de ligne,Neutre,Basse,Nouveau,Vérification facturation
204442,18/8/2025,Laghouat,Site web,Réclamation: demande d'information sur l'offre et le contrat.,Coupure de ligne,Neutre,Basse,En cours,Vérifier décodeur
204443,19/7/2024,Adrar,Email,Abonné rapporte installation non réalisée dans les délais.,Télévision,Négatif,Moyenne,Résolu,Redémarrage du modem
204444,17/4/2025,Saïda,Centre d'appel,Demande d'assistance: erreur d'authentification lors de la connexion.,Installation,Neutre,Moyenne,En cours,Fournir procédure pas-à -pas
204445,5/4/2025,Mostaganem,Site web,Réclamation: coupure de service depuis ce matin.,Configuration,Neutre,Basse,Résolu,Redémarrage du modem
204446,20/8/2025,Sétif,Application mobile,Abonné rapporte bruit important sur la ligne téléphonique.,Internet lent,Neutre,Moyenne,Résolu,Envoi technicien
204447,7/5/2024,Annaba,Email,Incident: bruit important sur la ligne téléphonique.,Facturation,Négatif,élevée,Nouveau,Ouverture dossier
204448,17/12/2024,El Oued,Centre d'appel,Incident: demande d'information sur l'offre et le contrat.,Configuration,Négatif,Moyenne,En cours,Vérification facturation
204449,1/10/2025,Biskra,Site web,Incident: installation non réalisée dans les délais.,Facturation,Négatif,Critique,En cours,Envoi technicien
204450,4/9/2025,Sétif,Site web,"Demande d'assistance: problème lors de la résiliation, facturation continue.",Coupure de ligne,Négatif,Moyenne,Résolu,Vérifier décodeur
204451,10/3/2024,El Oued,Site web,Abonné rapporte image figée sur certaines chaines.,Facturation,Neutre,Moyenne,Clôturé,Vérification facturation
204452,12/9/2024,Adrar,Centre d'appel,"Demande d'assistance: montant facturé incorrectement, demande régularisation.",Coupure de ligne,Négatif,Basse,Nouveau,Ouverture dossier
204453,27/6/2024,Sétif,Site web,Abonné rapporte image figée sur certaines chaines.,Problème matériel,Négatif,Moyenne,En cours,Planifier rendez-vous
204454,17/9/2024,Médéa,Agence commerciale,Réclamation: demande d'information sur l'offre et le contrat.,Facturation,Négatif,Basse,En cours,Vérification facturation
204455,22/9/2025,Mostaganem,Application mobile,"Incident: montant facturé incorrectement, demande régularisation.",Internet lent,Négatif,Basse,Nouveau,Planifier rendez-vous
204456,25/7/2024,Béjaïa,Centre d'appel,Réclamation: image figée sur certaines chaines.,Coupure de ligne,Négatif,Basse,Escaladé,Envoi technicien
204457,22/5/2024,Sétif,Centre d'appel,Réclamation: coupure de service depuis ce matin.,Télévision,Négatif,Moyenne,En cours,Envoi technicien
204458,20/5/2025,Sétif,Agence commerciale,Abonné rapporte installation non réalisée dans les délais.,Internet lent,Neutre,élevée,Résolu,Envoi technicien
204459,16/7/2025,Tizi Ouzou,Site web,"Incident: montant facturé incorrectement, demande régularisation.",Facturation,Neutre,élevée,Résolu,Ouverture dossier
204460,22/11/2024,Msila,Site web,"Abonné rapporte montant facturé incorrectement, demande régularisation.",Internet lent,Négatif,Critique,En cours,Envoi technicien
204461,2/8/2025,Médéa,Centre d'appel,"Client signale montant facturé incorrectement, demande régularisation.",Facturation,Négatif,Moyenne,Nouveau,Redémarrage du modem
204462,13/1/2024,Ghardaïa,Site web,Demande d'assistance: coupure de service depuis ce matin.,Configuration,Négatif,Basse,Clôturé,Vérifier décodeur
204463,5/6/2024,Alger,Email,Incident: demande d'information sur l'offre et le contrat.,Coupure de ligne,Négatif,Critique,En cours,Envoi technicien
204464,9/4/2025,Tiaret,Site web,Client signale coupure de service depuis ce matin.,Coupure de ligne,Positif,élevée,Résolu,Vérifier décodeur
204465,17/8/2025,Biskra,Application mobile,Abonné rapporte débit très faible en soirée.,Internet lent,Négatif,Basse,Résolu,Planifier rendez-vous
204466,26/1/2024,Mostaganem,Site web,Abonné rapporte bruit important sur la ligne téléphonique.,Coupure de ligne,Neutre,Basse,Escaladé,Envoi technicien
204467,19/4/2024,Skikda,Centre d'appel,Demande d'assistance: modem ne se synchronise pas.,Assistance,Neutre,Moyenne,Résolu,Vérifier contrat
204468,15/1/2024,Chlef,Site web,"Réclamation: problème lors de la résiliation, facturation continue.",Internet lent,Neutre,Moyenne,Résolu,Fournir procédure pas-à -pas
204469,9/7/2025,Annaba,Centre d'appel,Abonné rapporte débit très faible en soirée.,Configuration,Négatif,Moyenne,Résolu,Envoi technicien
204470,12/12/2024,Oran,Centre d'appel,Abonné rapporte demande d'information sur l'offre et le contrat.,Coupure de ligne,Négatif,Basse,Nouveau,Vérification facturation
204471,17/9/2025,Skikda,Site web,Incident: coupure de service depuis ce matin.,Télévision,Neutre,Basse,Nouveau,Vérification facturation
204472,16/7/2024,Sidi Bel Abbès,Agence commerciale,Réclamation: erreur d'authentification lors de la connexion.,Coupure de ligne,Neutre,Basse,Escaladé,Redémarrage du modem
204473,29/3/2025,Béjaïa,Site web,Demande d'assistance: installation non réalisée dans les délais.,Assistance,Négatif,Basse,En cours,Vérification facturation
204474,5/1/2025,Oran,Agence commerciale,Demande d'assistance: débit très faible en soirée.,Facturation,Négatif,Moyenne,En cours,Vérifier décodeur
204475,23/4/2024,El Oued,Application mobile,Réclamation: image figée sur certaines chaines.,Installation,Neutre,Moyenne,En cours,Redémarrage du modem
204476,26/5/2025,Saïda,Site web,Réclamation: erreur d'authentification lors de la connexion.,Facturation,Négatif,Moyenne,En cours,Redémarrage du modem
204477,3/5/2025,Saïda,Application mobile,Abonné rapporte image figée sur certaines chaines.,Facturation,Négatif,Basse,En cours,Vérification facturation
204478,15/6/2024,Jijel,Application mobile,Incident: débit très faible en soirée.,Coupure de ligne,Neutre,Basse,Clôturé,Envoi technicien
204479,15/2/2024,Skikda,Agence commerciale,Client signale coupure de service depuis ce matin.,Coupure de ligne,Négatif,élevée,Résolu,Envoi technicien
